,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
1771,kacang almond,mineral,44,10,1,5.032871084813559
40987,ikan asin,labu kuning,22,20,1,5.032871084813559
62914,asparagus,bawang bombay,8,55,1,5.032871084813559
57978,kepiting,melintang,22,20,1,5.032871084813559
50212,kacang almond,pahit,44,10,1,5.032871084813559
31177,margarine,paprika merah,8,55,1,5.032871084813559
63097,icing,kacang almond,22,20,1,5.032871084813559
63457,daun seledri,ikan salmon,88,5,1,5.032871084813559
63661,blue,jeruk,11,40,1,5.032871084813559
43496,sawi putih,tahu jepang,18,49,2,5.030600936279019
46868,ikan teri,putren,21,21,1,5.030600936279019
56928,fermipan,soda kue,9,49,1,5.030600936279019
50726,esen,unsalted butter,9,49,1,5.030600936279019
50949,mangga,mengkal,53,25,3,5.029090361973653
19429,kacang mede,spekoek,26,17,1,5.028335929648168
8857,jepang,shoyu,34,13,1,5.028335929648168
8413,gochugaru,jamur enoki,26,17,1,5.028335929648168
35899,jamur champignon,jepang,17,26,1,5.028335929648168
13459,kangkung,kecambah,59,15,2,5.0272053472778815
30056,alpukat,mutiara,111,4,1,5.023821249293641
6358,pangsit,rawit,4,111,1,5.023821249293641
57134,alpukat,sirsak,111,4,1,5.023821249293641
23613,essen,skm,37,12,1,5.023821249293641
53434,brown sugar,minum,74,6,1,5.023821249293641
11079,cakalang,cuka,7,64,1,5.0148525793108805
62049,ice cream,mangga,9,50,1,5.0103982289615
47779,mata,untum,30,15,1,5.0103982289615
9029,cina,sagu mutiara,10,45,1,5.0103982289615
45417,mises,warni,6,75,1,5.0103982289615
61695,bake,keju mozarella,15,30,1,5.0103982289615
49261,labu siam,melinjo hijau,45,10,1,5.0103982289615
4856,harum,mangga,9,50,1,5.0103982289615
41911,saos,tiram,43,63,6,5.007070438868825
58676,cabai rawit hijau,jantung pisang,113,4,1,5.005963631893635
45950,cabai rawit hijau,damping,113,4,1,5.005963631893635
19908,butter,flour,453,1,1,5.003753686242831
20232,butter,castor,453,1,1,5.003753686242831
27029,sagu,tani,16,85,3,5.003018121663877
18098,kacang kenari,talam,35,13,1,4.999348392774915
8448,akar,cabai bubuk,35,13,1,4.999348392774915
18100,kacang kenari,telur bebek,35,13,1,4.999348392774915
27791,bon,cabai,7,65,1,4.999348392774915
48693,bihun,kerupuk kanji,65,7,1,4.999348392774915
10648,kol merah,olive,13,35,1,4.999348392774915
51284,baby kailan,daun,4,114,1,4.99715300221148
51312,iga sapi,kluwak,57,8,1,4.99715300221148
14354,dashi,mayonnaise,12,38,1,4.99715300221148
59549,ikan gabus,temopo,27,17,1,4.99059560166532
7931,bilah,ikan bandeng,9,51,1,4.99059560166532
47579,palm sugar,susu uht,9,51,1,4.99059560166532
53590,ekstrak,pipihkan,51,9,1,4.99059560166532
7459,instant,pethek,46,10,1,4.988419322242724
14974,tomat,yoghurt,33,14,1,4.984080920644127
27778,bon,kaleng,7,66,1,4.984080920644127
44628,extract,kastor,21,22,1,4.984080920644127
47881,tahu,tofu,33,14,1,4.984080920644127
2656,kuning,ubi merah,116,4,1,4.97976125949961
45921,ketupat,tulang daging,16,29,1,4.97976125949961
18139,lenjer,terong,5,93,1,4.9776084061385095
42417,ebiudang,terong,5,93,1,4.9776084061385095
58555,melinjo,terong,5,93,1,4.9776084061385095
20044,jamur kuping,lingkar,78,6,1,4.971177515808219
61737,basil,lasagna,52,9,1,4.971177515808219
13774,nanas,stroberi,78,6,1,4.971177515808219
58257,biru,lilin,52,9,1,4.971177515808219
19635,biru,butter cream,52,9,1,4.971177515808219
8302,beef,lobak,18,26,1,4.971177515808219
8731,ubi ungu,vanilla,2,235,1,4.966913117021761
7357,thyme,ungu,5,94,1,4.966913117021761
53596,unsalted,vanilla,2,235,1,4.966913117021761
1717,soft cream,vanilla,2,235,1,4.966913117021761
58562,melinjo,ungu,5,94,1,4.966913117021761
42420,ebiudang,ungu,5,94,1,4.966913117021761
8487,konbu,kuning,8,59,1,4.96266682614031
13446,jamur kancing,sosis ayam,59,8,1,4.96266682614031
24629,brokoli,bunga kol,63,15,2,4.961608064792068
3001,biang,ragi instant,6,79,1,4.9584384900307885
1306,filo,lemon,5,95,1,4.956331007691224
11833,timun,zucchini,34,14,1,4.954227957494446
56937,fermipan,keju,9,53,1,4.952129320837524
22155,esens,keju,9,53,1,4.952129320837524
66459,bayam,dadar,159,3,1,4.952129320837524
67054,buntut,cumi,9,53,1,4.952129320837524
5179,balado,keju,9,53,1,4.952129320837524
7445,paha ayam,tiwul,40,12,1,4.945859707823929
50946,mengkal,pepaya,15,64,2,4.945859707823929
49906,ikan mujair,jeruk,12,40,1,4.945859707823929
13407,ragi instant,sosis ayam,60,8,1,4.945859707823929
54592,pisang,raja,48,10,1,4.945859707823929
6090,bolognese,daging giling,24,20,1,4.945859707823929
19718,butter cream,ganache,80,6,1,4.945859707823929
4058,ikan mujair,lalap,12,40,1,4.945859707823929
7932,ikan bandeng,jepit,80,6,1,4.945859707823929
37130,ati ampela ayam,pasang,22,22,1,4.937560905009233
46272,rosemary,smoked beef,8,61,1,4.929330405872718
55392,semangka,strawberry,10,49,1,4.9252404206211935
38995,bunga pepaya,kepala,7,70,1,4.9252404206211935
12837,gelatin,strawberry,10,49,1,4.9252404206211935
8403,rumput laut,tahu jepang,10,49,1,4.9252404206211935
54793,coco,sirup,5,98,1,4.9252404206211935
18374,tepung tapioka,tulang kaki sapi,70,7,1,4.9252404206211935
10629,kol merah,mayonnaise,13,38,1,4.917110294537943
54032,sosis,ujung,38,13,1,4.917110294537943
8831,edamame,jepang,19,26,1,4.917110294537943
8809,edamame,lobak,19,26,1,4.917110294537943
5357,coklat bubuk,drink,247,2,1,4.917110294537943
49264,labu siam,melinjo merah,45,11,1,4.915088049157175
7382,tomat,zukini,33,15,1,4.915088049157175
59445,celimpungan,temu kunci,15,33,1,4.915088049157175
54107,bakso ayam,brokoli,45,11,1,4.915088049157175
47774,tomat,untum,33,15,1,4.915088049157175
59435,rebusan,temu kunci,15,33,1,4.915088049157175
64869,action,pisang,8,62,1,4.913069885000938
64827,mapel,pisang,8,62,1,4.913069885000938
19345,buah cherry,sukade,62,16,2,4.913069885000938
24540,alpukat,cocopandan,111,9,2,4.906038213637257
11633,marshmallow,palem,5,100,1,4.905037713303674
50989,bengkoang,mangga,10,50,1,4.905037713303674
11623,baking soda,marshmallow,125,4,1,4.905037713303674
3854,chocolatos,meses,25,20,1,4.905037713303674
19311,oat,tawar,3,167,1,4.903039710641001
20128,taro,tawar,3,167,1,4.903039710641001
12365,jagung,popcorn,252,2,1,4.897069543654497
40831,kulit melinjo,tahu kulit,9,56,1,4.897069543654497
63970,sisakan,spaghetti,7,72,1,4.897069543654497
1268,bel,cabai hijau,7,72,1,4.897069543654497
14925,beras basmati,ijo,24,21,1,4.897069543654497
47498,segitiga,tahu kulit,9,56,1,4.897069543654497
31558,churros,coklat bubuk,9,56,1,4.897069543654497
23667,extract,jelly,21,24,1,4.897069543654497
33228,aren,cuko,72,7,1,4.897069543654497
33238,aren,baking powder,72,7,1,4.897069543654497
62548,didih,rebon,46,11,1,4.8931091424384
14183,spaghetti,tuna,13,39,1,4.891134808134682
66942,tepung ketan,tepung ketan putih,13,39,1,4.891134808134682
63203,hilang,krim,13,39,1,4.891134808134682
12294,acar,indomie,127,4,1,4.889164364147383
47773,timun,untum,34,15,1,4.885235086007494
31289,melon,nata de coco,30,34,2,4.885235086007494
66448,jepang,timun jepang,34,15,1,4.885235086007494
63826,melon,semangka,30,17,1,4.885235086007494
22472,jamur champignon,keju mozarella,17,30,1,4.885235086007494
66447,timun,timun jepang,34,15,1,4.885235086007494
32936,kaleng,mambo,85,6,1,4.885235086007494
19945,vanila,warna,7,365,5,4.883276221522161
41990,ketumbar bubuk,sop,73,7,1,4.883276221522161
46393,bawang putih bubuk,chili,128,4,1,4.881321186686358
63436,ikan salmon,kaldu udang,19,27,1,4.879369966555096
63652,milkshake,plain,5,103,1,4.875478911062129
63158,krim,sugar,43,12,1,4.873539046244303
19744,krim,kue,43,12,1,4.873539046244303
2617,manis,pisang uli,86,6,1,4.873539046244303
18232,babat,usus,37,14,1,4.869670569466383
19504,brown sugar,kurma,74,7,1,4.869670569466383
42032,sop,tepung,3,173,1,4.867741928559977
64908,emulsifier,tbm,104,5,1,4.865817000150392
36755,lawang,perkedel,9,58,1,4.861978223843227
24594,apel,batu,29,18,1,4.861978223843227
19740,ganache,warni,7,75,1,4.856247549134242
47760,sapi,untum,35,15,1,4.856247549134242
19432,spekoek,warni,7,75,1,4.856247549134242
41452,mentega,paletta,263,2,1,4.854344598988155
62908,asparagus,kaleng,8,66,1,4.850549528019604
50090,forest,kaleng,8,66,1,4.850549528019604
32904,estrak,kaleng,8,66,1,4.850549528019604
853,pisang,pisang ambon,48,33,3,4.850549528019604
27651,daun pepaya,lemak sapi,24,22,1,4.850549528019604
59440,sagu,temu kunci,16,33,1,4.850549528019604
54601,pisang,stick,48,11,1,4.850549528019604
48222,pipih,tulang,16,33,1,4.850549528019604
63098,kacang almond,sugar,44,12,1,4.850549528019604
46366,parsley,pepper,53,10,1,4.846768805179698
62055,mangga,putar,53,10,1,4.846768805179698
52586,ikan kakap,meggunakan,53,10,1,4.846768805179698
13467,kangkung,rempeyek,59,9,1,4.844883790483927
10786,batu,biji selasih,290,11,6,4.8436290851750305
7367,ungu,zaitun,7,76,1,4.843002322384221
343,susu full cream,vla,38,14,1,4.843002322384221
63988,sisakan,zaitun,7,76,1,4.843002322384221
59385,asin,baking powder,76,7,1,4.843002322384221
28910,biji selasih,melon,47,34,3,4.841749974067755
62240,kecoklatan,tepung kanji,13,41,1,4.841124387560021
24137,madu,maple,89,6,1,4.83924997276567
64761,madu,mapel,89,6,1,4.83924997276567
64903,pandan,tbm,107,5,1,4.837379064829859
63676,jeruk,nutrisari,67,8,1,4.8355116506550635
31767,mengoreng,sayur,3,179,1,4.8336477172170005
3842,chocolatos,cokelat,25,43,2,4.832717051724048
3843,baking powder,chocolatos,538,2,2,4.831787251564081
3014,baking powder,biang,538,1,1,4.831787251564081
3615,maple,sirup,11,98,2,4.829930240816869
3627,maple,strawberry,11,49,1,4.829930240816869
12646,mayonaise,tobiko,60,9,1,4.828076672167546
19696,cream cheese,lollipop,60,9,1,4.828076672167546
30662,keju,ubi kuning,180,3,1,4.828076672167546
44039,cream cheese,perisa,60,9,1,4.828076672167546
8435,cabai bubuk,gochugaru,60,9,1,4.828076672167546
21762,plain,susu sapi,60,9,1,4.828076672167546
55404,mayonaise,sunkist,60,9,1,4.828076672167546
54802,coco,daun pandan,5,108,1,4.828076672167546
30074,mutiara,vanila,4,135,1,4.828076672167546
32941,mambo,vanila,4,135,1,4.828076672167546
53447,bread improver,butter,23,47,2,4.827151174646603
67350,mocca,sp,8,68,1,4.820696564869923
6965,jus,rajungan,32,17,1,4.820696564869923
65000,kolang kaling,melon,16,34,1,4.820696564869923
64984,kolang kaling,nata de coco,16,34,1,4.820696564869923
11726,nanas,sirloin,78,7,1,4.81702683598096
11713,jamur kuping,sirloin,78,7,1,4.81702683598096
39651,tani,tepung hunkwe,21,26,1,4.81702683598096
29117,labu,pisang kepok,21,26,1,4.81702683598096
59701,belimbing wuluh,cumi cumi,78,7,1,4.81702683598096
63668,blue,mangga,11,50,1,4.809727533499349
29608,kulit pangsit,rekat,29,19,1,4.807911002572951
43302,jawa,sdmisi,92,6,1,4.80609776544877
62656,cream,gelatin,69,8,1,4.80609776544877
7441,instant,tiwul,46,12,1,4.80609776544877
41459,paletta,ragi instant,7,79,1,4.8042878102035305
8832,cuka,edamame,185,3,1,4.800677697979431
44757,ati,kol putih,37,15,1,4.800677697979431
65858,bayam,sari,159,7,2,4.797978641010266
50145,buah cherry,butter cream,62,9,1,4.795286849344555
10621,buah cherry,kol merah,62,9,1,4.795286849344555
49342,kacang hijau,pasak,43,13,1,4.793496338570766
64103,krim,puff,43,13,1,4.793496338570766
13449,keju mozarella,sosis ayam,70,8,1,4.791709027996671
7210,kaldu udang,pokcoy,28,20,1,4.791709027996671
49641,keju mozarella,kornet,70,8,1,4.791709027996671
18385,tepung tapioka,urat sapi,70,8,1,4.791709027996671
9543,bokor,jeruk,14,40,1,4.791709027996671
52622,daun jeruk purut,tomyam,40,14,1,4.791709027996671
14953,ijo,yoghurt,40,14,1,4.791709027996671
17966,essens,kacang almond,28,20,1,4.791709027996671
14979,paha ayam,yoghurt,40,14,1,4.791709027996671
63687,milkshake,susu full cream,5,112,1,4.791709027996671
9587,tomat,tortilla,33,17,1,4.7899249062031695
11254,asi,giling,4,141,1,4.784591560227806
11339,kaldu jamur,shitake,141,4,1,4.784591560227806
20645,oranye,ungu,6,94,1,4.784591560227806
41237,soda,ungu,6,94,1,4.784591560227806
56505,cabai rawit hijau,cangkang,113,5,1,4.782820080579424
2070,cabai rawit hijau,cilok,113,5,1,4.782820080579424
22460,cheddar,paprika,9,63,1,4.779286507998114
45395,dark,donat,142,4,1,4.777524393004714
313,susu full cream,x,38,15,1,4.774009450897269
45075,strawberry,tepung hunkwe,22,26,1,4.770506820346068
66432,jamur shitake,jepang,22,26,1,4.770506820346068
297,chocolate,cooking,172,50,15,4.768178530586477
15286,cream,whip,69,25,3,4.765275770928515
21597,sayur,tangmien,64,9,1,4.763538151029974
9301,chia seed,cuka,9,64,1,4.763538151029974
62030,ice cream,pepaya,9,64,1,4.763538151029974
8762,jepang,salad,34,17,1,4.760071943053488
25840,kue,labu kuning,29,20,1,4.7566177081854
8742,batu,cincau,290,4,2,4.7566177081854
20620,kuning,oranye,116,5,1,4.7566177081854
41565,mata,sapi,30,58,3,4.7566177081854
45341,cooking,donat,145,4,1,4.7566177081854
9916,batu,sirsak,290,4,2,4.7566177081854
32907,batu,estrak,290,2,1,4.7566177081854
19316,biji,chia,581,1,1,4.754895054873955
8523,parsley,risotto,53,11,1,4.751458625375373
46307,fettucini,thyme,11,53,1,4.751458625375373
6314,daun selada,gulung,73,8,1,4.749744828897638
54113,bakso ayam,ujung,45,13,1,4.748033964494009
23990,green tea,krim,15,39,1,4.748033964494009
62382,jengkol,keriting,18,65,2,4.748033964494009
7394,oregano,zukini,39,15,1,4.748033964494009
47724,nasi,untum,39,15,1,4.748033964494009
2075,cilok,kaldu sapi,5,117,1,4.748033964494009
54683,meises,uli,39,15,1,4.748033964494009
61135,kelapa muda,kuini,84,7,1,4.742918863827239
52552,kaldu udang,perkuntum,28,21,1,4.742918863827239
53627,tawar,unsalted,42,14,1,4.742918863827239
42035,serbaguna,sop,84,7,1,4.742918863827239
45372,mises,ragi,6,98,1,4.742918863827239
295,cooking,dark,145,73,18,4.742824386053065
59627,kangkung,pisang klutuk,59,10,1,4.739523274826101
62604,gelatin,pasta coklat,10,59,1,4.739523274826101
40973,kangkung,labu kuning,59,20,2,4.739523274826101
41221,berwana,kuning,10,59,1,4.739523274826101
42311,lap,vanili,2,296,1,4.73613917684186
62006,putar,terasi,1,592,1,4.73613917684186
19897,self,vanili,2,296,1,4.73613917684186
47285,ubi ungu,vanili,2,296,1,4.73613917684186
15598,lemon,stroberi,99,6,1,4.73276649236322
11675,macaroni,parsley,6,99,1,4.73276649236322
63144,icing,oreo,22,27,1,4.73276649236322
61717,lasagna,parsley,6,99,1,4.73276649236322
60418,ikan dori,olive,17,35,1,4.731084406180235
9585,paprika,tortilla,35,17,1,4.731084406180235
39655,perwarna,tani,7,85,1,4.731084406180235
35872,akar,bayam,35,17,1,4.731084406180235
1247,abon sapi,kulit lumpia,13,46,1,4.726055057775234
65868,sari,sosis,5,120,1,4.722716156509719
47558,cream cheese,palm sugar,60,10,1,4.722716156509719
28789,ikan peda,singkong,5,120,1,4.722716156509719
19355,sukade,warni,8,75,1,4.722716156509719
64419,foundant,palem,6,100,1,4.722716156509719
66110,melon,naga,30,20,1,4.722716156509719
27647,daun pepaya,mengkal,24,25,1,4.722716156509719
19755,fondant,warni,8,75,1,4.722716156509719
59560,celimpungan,sagu,15,40,1,4.722716156509719
44678,ampela,kol putih,40,15,1,4.722716156509719
59510,rebusan,sagu,15,40,1,4.722716156509719
45925,kerupuk merah,ketupat,25,24,1,4.722716156509719
47890,saos,tofu,43,14,1,4.719388366417045
28076,baby buncis,buncis,14,43,1,4.719388366417045
55366,jeruk,sunkist,67,9,1,4.71772861499868
1061,rebon,teri medan,11,55,1,4.7144173536950245
57950,bakau,bawang bombay,11,55,1,4.7144173536950245
15832,susu kental manis,tape ketan,101,6,1,4.712765825656551
46420,rosemary,zaitun,8,76,1,4.709470929759698
50981,kedondong,pepaya,19,64,2,4.709470929759698
54644,barang,keju,23,53,2,4.70700686280454
54573,mayones,tepung panir,10,61,1,4.706186854558508
22359,coklat putih,meises,37,33,2,4.705367518175106
10782,alpukat,biji selasih,111,11,2,4.705367518175106
13104,jepang,ramen,34,18,1,4.702913529213539
3294,beserta,nata de coco,18,34,1,4.702913529213539
31267,kiwi,nata de coco,18,34,1,4.702913529213539
64381,tahu kuning,tepung kanji,15,41,1,4.698023543919348
54726,suka,tahu putih,3,205,1,4.698023543919348
56234,essence,kastor,28,22,1,4.696398848192346
31231,meses,powder,28,22,1,4.696398848192346
63669,blue,coklat bubuk,11,56,1,4.696398848192346
22888,arumanis,plain,6,103,1,4.693157354268175
46667,jamur kancing,putren,59,21,2,4.6907331106566685
4157,soda kue,vanilli,31,20,1,4.689926333686728
50089,buah cherry,forest,62,10,1,4.689926333686728
53583,cream,pipihkan,69,9,1,4.688314729792387
59621,cingur,kangkung,8,78,1,4.6834954433564375
32123,belimbing wuluh,biar,78,24,3,4.6834954433564375
55674,pipih,tuna,16,39,1,4.6834954433564375
65114,emulsifier,motif,104,6,1,4.6834954433564375
57286,saus tartar,tepung roti,5,125,1,4.681894161989464
14314,baking soda,katsuobushi,125,5,1,4.681894161989464
3797,chocolatos,cooking,25,50,2,4.681894161989464
41482,susu uht,tawar,15,167,4,4.679896159326791
48276,degan,tulang,19,33,1,4.6786992710929445
48217,degan,pipih,19,33,1,4.6786992710929445
50292,labu siam,melinjo,45,28,2,4.673925992340287
50952,mengkal,petis,15,42,1,4.673925992340287
3959,tepung tapioka,tetelan sapi,70,9,1,4.673925992340287
22684,brokoli,kolcuciwis,63,10,1,4.673925992340287
61731,keju mozarella,lasagna,70,9,1,4.673925992340287
67048,buntut,kepala,9,70,1,4.673925992340287
50962,jambu,petis,15,42,1,4.673925992340287
12649,mayonaise,nori,60,21,2,4.673925992340287
38974,asam gelugur,kepala,9,70,1,4.673925992340287
19339,tawar,yogurt,42,15,1,4.673925992340287
34905,tepung tapioka,ungkepan,70,9,1,4.673925992340287
46195,petis,tahu,5,127,1,4.666020812833174
53552,biar,evaporated,127,5,1,4.666020812833174
14820,petai,teri,31,41,2,4.665233721096357
66454,bayam,dangmyeon,159,4,1,4.664447248385743
11649,keju cheddar,macaroni,212,3,1,4.664447248385743
7328,terong,thyme,12,53,1,4.664447248385743
21824,ikan kakap,ruku,53,12,1,4.664447248385743
7050,cake emulsifier,keju,12,53,1,4.664447248385743
7361,blansir,thyme,12,53,1,4.664447248385743
30224,mustard,thyme,12,53,1,4.664447248385743
50857,keju cheddar,lembek,212,3,1,4.664447248385743
65854,bayam,gulung,159,8,2,4.664447248385743
22658,baby,bunga lawang,15,85,2,4.6620915346932845
46389,black,powder,29,22,1,4.661307528381076
12722,sayur,ubi cilembu,64,10,1,4.658177635372148
2071,bawang putih bubuk,cilok,128,5,1,4.658177635372148
46341,garlic,rosemary,20,32,1,4.658177635372148
9691,bawang putih bubuk,oatmeal,128,5,1,4.658177635372148
46335,bawang putih bubuk,garlic,128,5,1,4.658177635372148
50975,bengkoang,pepaya,10,64,1,4.658177635372148
35836,iga,kecap,10,64,1,4.658177635372148
17922,nangka,pepaya,10,64,1,4.658177635372148
50754,full,keruk,16,40,1,4.658177635372148
43301,pandan,sdmisi,107,6,1,4.655057508035904
42305,lap,muda,2,322,1,4.6519470856215115
4862,ma,manis,5,129,1,4.650395494930093
12655,tobiko,wijen,1,646,1,4.648846307943264
12548,teriyaki,wijen,2,646,2,4.648846307943264
7995,aren,batu,72,18,2,4.645755115373591
65110,masak,motif,108,6,1,4.645755115373591
6034,brulee,spaghetti,9,72,1,4.645755115373591
48288,buncis,degan,162,4,1,4.645755115373591
65003,cocopandan,kolang kaling,36,18,1,4.645755115373591
26395,mie kuning,paha,27,24,1,4.645755115373591
64793,karamel,kuning,11,59,1,4.644213095021775
7220,hoisin,sawi putih,11,59,1,4.644213095021775
7208,pokcoy,sawi putih,11,59,1,4.644213095021775
863,choco chips,coklat bubuk,58,56,5,4.643289022878397
35897,jamur enoki,jepang,25,26,1,4.642673448836183
8306,jamur enoki,lobak,25,26,1,4.642673448836183
8992,cina,roti tawar,10,65,1,4.642673448836183
10647,kol merah,selada,13,50,1,4.642673448836183
40538,emping,ijo,31,21,1,4.641136169517297
46666,putren,saos,6,109,1,4.636538460268667
61729,lasagna,saos,6,109,1,4.636538460268667
25237,kekian,paha ayam,6,109,1,4.636538460268667
56304,cream,whipped,69,19,2,4.634247508522111
59989,sirih,tempe,2,328,1,4.633485022781777
8752,cappucino,hitam,4,164,1,4.633485022781777
60018,lombok,tempe,2,328,1,4.633485022781777
32379,semangit,tempe,2,328,1,4.633485022781777
37148,ketumbar bubuk,tahu pong,73,9,1,4.631961793241255
57384,mayonaise,worcestershire,60,11,1,4.627405976705394
65608,lemon cui,nanas,8,165,2,4.627405976705394
47575,kismis,palm sugar,66,10,1,4.627405976705394
52574,bunga kol,meggunakan,66,10,1,4.627405976705394
44651,caisim,kol putih,44,15,1,4.627405976705394
43006,badan,ikan kembung,20,33,1,4.627405976705394
28182,daun kari,sunti,55,12,1,4.627405976705394
15287,mangga,whip,53,25,2,4.623625253865488
11915,kacang mede,kismis,26,51,2,4.622870821540003
19693,cake,krim,17,39,1,4.622870821540003
65427,kecoklatan,lemak,13,51,1,4.622870821540003
66101,ekstrak,suji,51,13,1,4.622870821540003
6446,andaliman,ikan teri,39,17,1,4.622870821540003
58175,bokcoy,kecap asin,2,332,1,4.621363662249432
8701,english muffin,lemon,7,95,1,4.619858771070011
15820,alpukat,tape ketan,111,6,1,4.618356141185476
48127,bunga lawang,buntut sapi,445,3,2,4.616106421451461
8529,risotto,tawar,4,167,1,4.61535763818922
63202,cokelat,hilang,334,2,1,4.61535763818922
32908,cokelat,estrak,334,2,1,4.61535763818922
22175,cokelat,esens,334,2,1,4.61535763818922
62517,keras,kulit,3,223,1,4.613861751597637
18445,roti john,saus sambal,3,223,1,4.613861751597637
46273,fettucini,smoked beef,11,61,1,4.610876674754183
36022,parang,smoked beef,11,61,1,4.610876674754183
54158,sedap,tahu gembos,61,11,1,4.610876674754183
15306,kopi,susu full cream,12,112,2,4.609387471202716
3263,kelapa muda,keruk,84,40,5,4.609387471202716
61133,kelapa muda,mangga kweni,84,8,1,4.609387471202716
7197,kaldu udang,persegi,28,24,1,4.609387471202716
50979,pepaya,petis,16,42,1,4.609387471202716
13453,saus,sosis ayam,84,8,1,4.609387471202716
7420,daun pepaya,instant,24,28,1,4.609387471202716
23653,skm,susu full cream,6,112,1,4.609387471202716
54767,seledri,suka,75,9,1,4.604933120853335
3836,chocolatos,kacang kenari,25,27,1,4.604933120853335
63683,milkshake,vanila,5,135,1,4.604933120853335
54129,bakso ayam,bunga kol,45,15,1,4.604933120853335
37167,seledri,tahu pong,75,9,1,4.604933120853335
43432,daun pisang,pisang candi,225,3,1,4.604933120853335
14446,milo,whipping cream,5,135,1,4.604933120853335
45394,donat,warni,9,75,1,4.604933120853335
30162,basil,cabai bubuk,52,13,1,4.603452735682901
34812,kecap,usus ayam,52,13,1,4.603452735682901
41652,kapur sirih,pisang kepok,26,26,1,4.603452735682901
61777,basil,jamur merang,52,13,1,4.603452735682901
8308,gochugaru,lobak,26,26,1,4.603452735682901
24250,cabai rawit hijau,gurame,113,6,1,4.60049852378547
51146,cabai rawit hijau,nipis,113,6,1,4.60049852378547
41230,berwana,sp,10,68,1,4.597553013555713
48779,pedas,tani,8,85,1,4.597553013555713
27024,tahu kulit,tani,8,85,1,4.597553013555713
64797,karamel,pisang,11,62,1,4.594616153882403
50547,tiram,zaitun,9,76,1,4.591687894103315
46405,chili,zaitun,9,76,1,4.591687894103315
45076,biskuit oreo,strawberry,14,49,1,4.5887681839999805
45396,chocolate,donat,172,4,1,4.585856973792522
24546,pepaya,rumput laut,16,43,1,4.585856973792522
13452,manis,sosis ayam,86,8,1,4.585856973792522
60685,elbow,keju,13,53,1,4.584404540712207
36994,kembang,kerupuk merah,23,30,1,4.582954214134561
19325,instant,yogurt,46,15,1,4.582954214134561
12769,paprika,ragi instant,35,79,4,4.581144258889321
21646,tangmien,tepung,4,173,1,4.580059856108196
9695,oatmeal,tepung,4,173,1,4.580059856108196
52565,bunga kol,perkuntum,66,21,2,4.578615812535962
45670,cabe,kikil,77,9,1,4.578615812535962
57269,lemon,saus tartar,99,7,1,4.578615812535962
59413,tani,temu kunci,21,33,1,4.578615812535962
2909,palm sugar,tepung ketan,9,77,1,4.578615812535962
14378,cumi,katsuobushi,139,5,1,4.575733966161073
64818,kuning,mapel,116,6,1,4.5742961513914455
52806,pendek,tauge,2,349,1,4.571426708963493
51821,tepung tapioka,tubunya,70,10,1,4.568565476682461
9602,bokor,selada,14,50,1,4.568565476682461
18666,biskuit oreo,cooking,14,50,1,4.568565476682461
3938,tepung tapioka,tulang rangu,70,10,1,4.568565476682461
14911,jamur,yoghurt,50,14,1,4.568565476682461
12753,tepung tapioka,ubi cilembu,70,10,1,4.568565476682461
22442,cheddar,keju cheddar,9,78,1,4.565712407700055
44075,nasi,sungai,39,18,1,4.565712407700055
28760,belimbing wuluh,ikan peda,78,9,1,4.565712407700055
48031,gado,kerupuk,6,117,1,4.565712407700055
1806,gochugaru,kaldu udang,26,27,1,4.565712407700055
66888,coklat putih,rekat,37,19,1,4.5642889199152
7324,olive,oregano,21,67,2,4.563577935171422
23278,kecambah,nangka,8,88,1,4.562867455567823
19350,kacang almond,sukade,44,16,1,4.562867455567823
50081,rendamannya,vanilla,3,235,1,4.5614480089135965
63149,sugar,vanilla,3,235,1,4.5614480089135965
4825,jelly,jus,47,15,1,4.5614480089135965
1719,shortening,vanilla,3,235,1,4.5614480089135965
24529,cocopandan,sirup,36,98,5,4.560597307033284
7581,beras,pulen,353,2,1,4.5600305742326235
924,susu kental manis,tiramisu,101,7,1,4.558615145829292
28884,susu kental manis,whipping,101,7,1,4.558615145829292
11252,kabocha,susu,1,708,1,4.557201718032146
2914,palm sugar,ragi instant,9,79,1,4.552973381922625
18863,madu,pisang tanduk,89,8,1,4.55156790031389
53629,ekstrak,unsalted,51,14,1,4.548762849386281
60566,pala,rempah,51,14,1,4.548762849386281
48819,abon sapi,bawang bombay,13,55,1,4.547363269031858
24161,maple,roti tawar,11,65,1,4.547363269031858
20241,gendot,keriting,11,65,1,4.547363269031858
8520,risotto,sayur,4,179,1,4.54596564476522
11202,rice noodles,sayur,4,179,1,4.54596564476522
30776,pakis,sayur,4,179,1,4.54596564476522
38772,ikan bandeng,sisiknya,80,9,1,4.540394599715764
19697,butter cream,lollipop,80,9,1,4.540394599715764
3299,beserta,keruk,18,40,1,4.540394599715764
36036,salted,sosis,6,120,1,4.540394599715764
24574,cocopandan,keruk,36,40,2,4.540394599715764
19710,cream cheese,kue,60,12,1,4.540394599715764
62486,muda,oyong,90,8,1,4.540394599715764
2652,tepung terigu,ubi merah,180,4,1,4.540394599715764
23592,plain,skm,60,12,1,4.540394599715764
8452,cabai bubuk,konbu,60,12,1,4.540394599715764
12663,saus sambal,tobiko,80,9,1,4.540394599715764
14887,beras basmati,bubuk kari,24,30,1,4.540394599715764
