,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
57194,aldente,mozzarella,14,16,1,5.707999759870826
10693,soto,susu full cream,2,112,1,5.707999759870826
19314,chia,instant,8,28,1,5.707999759870826
61150,keruk,kuini,32,7,1,5.707999759870826
56235,essence,lampir,28,8,1,5.707999759870826
7095,kertas,roti,16,14,1,5.707999759870826
14797,creamer,susu full cream,2,112,1,5.707999759870826
7457,gereh,instant,8,28,1,5.707999759870826
62022,ice cream,mengkal,9,25,1,5.703545409521445
4858,ma,sagu mutiara,5,45,1,5.703545409521445
46375,pepper,zaitun,3,76,1,5.690300182771424
10687,sosis,soto,38,6,1,5.690300182771424
8837,edamame,salmon,19,12,1,5.690300182771424
54633,barang,raja,23,10,1,5.68156650280267
54629,bread improver,mineral,23,10,1,5.68156650280267
54662,barang,mineral,23,10,1,5.68156650280267
54619,bread improver,raja,23,10,1,5.68156650280267
3313,sagu mutiara,susu evaporasi,11,42,2,5.677228101204072
46620,pokcoy,putren,11,21,1,5.677228101204072
58053,ikan teri,taburi,21,11,1,5.677228101204072
20424,apel,korsvet,29,8,1,5.6729084400595555
27835,kue,pisang tanduk,29,8,1,5.6729084400595555
11634,choco chips,marshmallow,58,4,1,5.6729084400595555
8360,beef,cabai bubuk,18,13,1,5.664324696368164
15340,bubuk spekuk,butter,5,47,1,5.6600602975817065
4849,jelly,ma,47,5,1,5.6600602975817065
14093,mayonnaise,mozarella,47,5,1,5.6600602975817065
1927,tim,vanilla,1,235,1,5.6600602975817065
50954,kedondong,mengkal,19,25,2,5.6494781882511695
9582,bokor,tortilla,14,17,1,5.647375138054391
8055,ceengkeh,secang,12,20,1,5.639006888383874
12449,shirataki,sosis,2,120,1,5.639006888383874
66442,soun,timun jepang,16,15,1,5.639006888383874
19617,butter cream,kunci,80,3,1,5.639006888383874
64748,garpu,mapel,40,6,1,5.639006888383874
44040,cream cheese,cream of tartar,60,4,1,5.639006888383874
63697,melon,nutrisari,30,8,1,5.639006888383874
21763,plain,susu kedelai,60,4,1,5.639006888383874
19330,naga,yogurt,16,15,1,5.639006888383874
64409,butter cream,foundant,80,3,1,5.639006888383874
7429,daun pepaya,pethek,24,10,1,5.639006888383874
20046,lingkar,teriyaki,5,48,1,5.639006888383874
19674,butter cream,cookies,80,3,1,5.639006888383874
41442,plain,poppyseed,60,4,1,5.639006888383874
24520,anggur,biji selasih,22,11,1,5.630708085569179
53805,paprika hijau,sungutnya,22,11,1,5.630708085569179
8491,jamur shitake,risotto,22,11,1,5.630708085569179
20045,lingkar,paprika hijau,5,49,1,5.618387601181139
5504,asam kandis,banjar,245,1,1,5.618387601181139
41468,poppyseed,strawberry,5,49,1,5.618387601181139
195,moka,strawberry,5,49,1,5.618387601181139
17479,ketan hitam,ragi,5,98,2,5.618387601181139
42535,dibentuk,tepung kanji,6,41,1,5.614314275793503
15825,roti tawar,tape ketan,41,6,1,5.614314275793503
8836,edamame,shoyu,19,13,1,5.610257475097888
13156,bakso ayam,bawang,45,11,2,5.6082352297171205
804,buah cherry,cream of tartar,62,4,1,5.606217065560883
42817,arik,bikin,83,3,1,5.602192915261158
10667,alpukat,batu,111,18,8,5.599185394197202
57406,roti burger,selada,5,50,1,5.598184893863619
4854,ma,mangga,5,50,1,5.598184893863619
53570,pastry,whip,10,25,1,5.598184893863619
50948,bengkoang,mengkal,10,25,1,5.598184893863619
24282,kembang tahu,kucai,28,9,1,5.590216724214442
66268,sp,sunpride,42,6,1,5.590216724214442
24382,mascarpone,susu evaporasi,6,42,1,5.590216724214442
4822,kirm,susu evaporasi,6,42,1,5.590216724214442
11083,cakalang,telur ikan,7,36,1,5.590216724214442
7100,essence vanilla,roti,18,14,1,5.590216724214442
58279,lilin,segitiga,11,23,1,5.586256322998345
54661,barang,stick,23,11,1,5.586256322998345
54628,bread improver,stick,23,11,1,5.586256322998345
34019,sumedangtahu,tahu,2,127,1,5.582311544707329
12275,acar,chicken katsu,127,2,1,5.582311544707329
41476,poppyseed,susu uht,5,51,1,5.57838226656744
44914,kenari,kismis,5,51,1,5.57838226656744
59511,rebusan,temopo,15,17,1,5.57838226656744
59566,celimpungan,temopo,15,17,1,5.57838226656744
14450,milo,susu uht,5,51,1,5.57838226656744
53620,ekstrak,evaporated,51,5,1,5.57838226656744
61148,keruk,mangga kweni,32,8,1,5.574468367246303
46396,bawang putih bubuk,black,128,2,1,5.574468367246303
19064,keruk,sayap,32,8,1,5.574468367246303
65914,kacang hijau,ketan hitam,43,6,1,5.566686226804248
10810,biskuit susu,cokelat,6,43,1,5.566686226804248
10039,krim,whippng,43,6,1,5.566686226804248
18196,babat,hati,37,7,1,5.562817750026328
25247,ati,kekian,37,7,1,5.562817750026328
49300,daun melinjo,melinjo hijau,26,10,1,5.558964180710338
35839,iga,jepang,10,26,1,5.558964180710338
20603,biru,oranye,52,5,1,5.558964180710338
63104,hilang,kacang almond,13,20,1,5.558964180710338
9292,chia seed,mustard,9,29,1,5.555125404403172
50018,black,butter cream,29,9,1,5.555125404403172
19700,kue,lollipop,29,9,1,5.555125404403172
24590,apel,cocopandan,29,9,1,5.555125404403172
56162,canola,kastor,12,22,1,5.543696708579549
7194,hoisin,persegi,11,24,1,5.543696708579549
63137,icing,sugar,22,12,1,5.543696708579549
32933,lilin,nutella,11,24,1,5.543696708579549
23923,kacang almond,kacang mete,44,6,1,5.543696708579549
930,susu full cream,tiramisu,38,7,1,5.536149502944166
14352,katsuobushi,mayonnaise,7,38,1,5.536149502944166
9039,jeruk,lokal,67,4,1,5.528658831215009
13649,stroberi,whipping cream,2,135,1,5.52122385272749
22459,cheddar,keju mozarella,9,30,1,5.52122385272749
4818,kirm,sagu mutiara,6,45,1,5.52122385272749
10770,kacang kedelai,kerupuk udang,18,15,1,5.52122385272749
15289,whip,whipping cream,2,135,1,5.52122385272749
56291,cake,cream,17,16,1,5.5138437454298685
59556,sagu,temopo,16,17,1,5.5138437454298685
63793,pepaya,semangka,16,17,1,5.5138437454298685
56238,kastor,lampir,34,8,1,5.5138437454298685
51920,putiknya,soun,2,136,1,5.5138437454298685
8757,lobak,salad,16,17,1,5.5138437454298685
48799,abon sapi,ayam,13,21,1,5.510174016540906
55861,perwarna,tepung ketan putih,7,39,1,5.510174016540906
27770,bon,tuna,7,39,1,5.510174016540906
19738,ganache,krim,7,39,1,5.510174016540906
53564,evaporated,whip,11,25,1,5.502874714059295
19307,instant,oat,46,6,1,5.499244946008716
53429,bread improver,brown sugar,23,12,1,5.499244946008716
28078,baby buncis,daging giling,14,20,1,5.484856208556616
13431,paprika,sosis ayam,35,8,1,5.484856208556616
8000,bunga cengkeh,secang,14,20,1,5.484856208556616
5746,asam,asam jawa,140,2,1,5.484856208556616
17680,asam,rennet,140,2,1,5.484856208556616
52561,kaldu udang,meggunakan,28,10,1,5.484856208556616
35908,akar,jamur champignon,35,8,1,5.484856208556616
25186,ampela,kekian,40,7,1,5.484856208556616
7193,persegi,pokcoy,14,20,1,5.484856208556616
8503,jamur shitake,keju parmesan,22,13,1,5.463654000906013
56185,asli,kastor,13,22,1,5.463654000906013
25149,icing,zestnya,22,13,1,5.463654000906013
49303,daun melinjo,melinjo merah,26,11,1,5.463654000906013
43810,sagu mutiara,tepung hunkwe,11,26,1,5.463654000906013
1284,bel,teri,7,41,1,5.460163595966244
35070,abai,jempol,24,12,1,5.456685331589919
45920,damping,ketupat,12,24,1,5.456685331589919
23792,daun pepaya,kacang merah,24,12,1,5.456685331589919
7049,cake emulsifier,persegi,12,24,1,5.456685331589919
7419,daun pepaya,tiwul,24,12,1,5.456685331589919
46404,chili,rosemary,9,32,1,5.456685331589919
57253,ikan dori,salad,17,17,1,5.453219123613433
35906,jamur champignon,jamur enoki,17,17,1,5.453219123613433
54808,batu,coco,290,1,1,5.449764888745346
8753,batu,cappucino,290,1,1,5.449764888745346
8958,batu,daun mint,290,1,1,5.449764888745346
9293,kol putih,mustard,10,29,1,5.449764888745346
46372,black,pepper,29,10,1,5.449764888745346
9920,batu,jambu biji merah,290,1,1,5.449764888745346
50011,black,forest,29,10,1,5.449764888745346
45909,nangka,tulang daging,10,29,1,5.449764888745346
8010,batu,bunga cengkeh,290,1,1,5.449764888745346
9274,mayones,mustard,10,29,1,5.449764888745346
12288,daun selada,indomie,73,4,1,5.442892009457584
45042,jeruk limau,kabar,73,4,1,5.442892009457584
58054,ikan teri,ketimun,21,14,1,5.436066044387184
21486,bebek,itik,49,6,1,5.436066044387184
57224,aldente,ayam,14,21,1,5.436066044387184
64402,foundant,soda kue,6,49,1,5.436066044387184
18260,babat,jeroan sapi,37,8,1,5.429286357401805
53621,evaporated,pastry,11,27,1,5.425913672923166
64050,cooking cream,pastry,11,27,1,5.425913672923166
7222,hoisin,kaldu udang,11,27,1,5.425913672923166
22162,esens,pisang ambon,9,33,1,5.425913672923166
8418,akar,jamur enoki,35,17,2,5.424231586740181
23204,pempek,telur ayam,1,299,1,5.4192022383351794
8422,jamur enoki,konbu,25,12,1,5.4158633370696645
19712,cream cheese,fondant,60,5,1,5.4158633370696645
10815,biskuit susu,cooking,6,50,1,5.4158633370696645
43002,badan,belimbing wuluh,20,15,1,5.4158633370696645
22899,arumanis,mangga,6,50,1,5.4158633370696645
19706,lollipop,warni,4,75,1,5.4158633370696645
7595,jamur hioko,rebusan,6,50,1,5.4158633370696645
14135,mayonaise,mozarella,60,5,1,5.4158633370696645
42877,tau,teh,6,50,1,5.4158633370696645
56298,cream cheese,sponge,60,5,1,5.4158633370696645
27660,lemak sapi,mengkal,12,25,1,5.4158633370696645
4817,kirm,mangga,6,50,1,5.4158633370696645
17186,paprika hijau,paprika merah,22,55,4,5.407564534254969
58794,asin,crackers,76,4,1,5.402618110319644
8531,risotto,zaitun,4,76,1,5.402618110319644
30669,tepung sagu,ubi orange,61,5,1,5.399334035118454
31268,kiwi,melon,18,34,2,5.396060709773485
31293,baller,nata de coco,9,34,1,5.396060709773485
63780,kiwi,semangka,18,17,1,5.396060709773485
59684,kastor,perisa,34,9,1,5.396060709773485
31298,baller,melon,9,34,1,5.396060709773485
8357,beef,jamur enoki,18,17,1,5.396060709773485
55398,nata de coco,semangka,18,17,1,5.396060709773485
40808,kluwek,kulit melinjo,17,18,1,5.396060709773485
24340,cheese,cream cheese,22,14,1,5.389546028752291
7243,kaldu udang,kertas,28,11,1,5.389546028752291
63657,nutrisari,plain,3,103,1,5.3863045348281196
5351,drink,plain,3,103,1,5.3863045348281196
23610,cream,essen,69,9,2,5.381461910352332
62915,asparagus,krim,8,39,1,5.376642623916383
14912,beras basmati,cabai bubuk,24,13,1,5.376642623916383
16618,andaliman,mi,39,8,1,5.376642623916383
63155,oreo,sugar,26,12,1,5.376642623916383
23649,oreo,skm,26,12,1,5.376642623916383
53951,tepung roti,teriyaki,13,48,2,5.376642623916383
13767,biru,stroberi,52,6,1,5.376642623916383
13768,biru,soda,52,12,2,5.376642623916383
60691,elbow,makaroni,13,24,1,5.376642623916383
45036,kabar,kangkung,4,78,1,5.376642623916383
198,emulsifier,moka,104,3,1,5.376642623916383
8443,gochugaru,konbu,26,12,1,5.376642623916383
19753,fondant,krim,8,39,1,5.376642623916383
65135,emulsifier,marble,104,3,1,5.376642623916383
11625,baking soda,choco chips,125,5,2,5.37504134254941
1384,kulit lumpia,rekat,33,19,2,5.37184645165289
7319,olive,zukini,21,15,1,5.367073172900232
8439,akar,gochugaru,35,9,1,5.367073172900232
27805,bon,mayonaise,7,45,1,5.367073172900232
27485,kedondong,mangga,19,50,3,5.361796115799389
10690,parsley,soto,53,6,1,5.3575944289456885
63685,mangga,milkshake,53,6,1,5.3575944289456885
18218,jeroan sapi,sandung lamur,6,53,1,5.3575944289456885
10371,putih telur,sprinkles,159,2,1,5.3575944289456885
44835,impor,kacang polong,11,29,1,5.354454708941021
24518,apel,biji selasih,29,11,1,5.354454708941021
7209,kertas,pokcoy,16,20,1,5.351324815932093
7089,butter cream,essence vanilla,80,4,1,5.351324815932093
8759,edamame,salad,19,17,1,5.341993488503209
56292,cake,whipped,17,19,1,5.341993488503209
65808,daun cincau,daun pandan,3,108,1,5.338902295933536
13764,sirup,soda,27,12,1,5.338902295933536
44910,kenari,roti tawar,5,65,1,5.335820629396128
53519,diganti,whip,13,25,1,5.335820629396128
27761,beras ketan,bon,65,5,1,5.335820629396128
9945,nasi shirataki,paha ayam,3,109,1,5.329685640828612
34566,malam,tempe,1,328,1,5.326632203341722
54175,tahu gembos,tempe,1,328,1,5.326632203341722
59961,telunjuk,tempe,1,328,1,5.326632203341722
18448,mayonnaise,roti john,47,7,1,5.3235880609604935
31273,biji selasih,kiwi,47,7,1,5.3235880609604935
61120,biji selasih,kuini,47,7,1,5.3235880609604935
66421,jamur shitake,timun jepang,22,15,1,5.32055315726534
22354,coklat putih,essen,37,9,1,5.3115033217454215
9570,alpukat,bokor,111,3,1,5.3115033217454215
8786,alpukat,edamame,111,3,1,5.3115033217454215
19916,coklat putih,perisa,37,9,1,5.3115033217454215
21777,susu kedelai,tawar,2,167,1,5.3085048187491655
20820,jeruk,limo,67,5,1,5.305515279900799
17482,ketan hitam,lontong,5,67,1,5.305515279900799
14934,beras basmati,yoghurt,24,14,1,5.302534651762661
63712,nutrisari,susu full cream,3,112,1,5.302534651762661
57211,aldente,makaroni,14,24,1,5.302534651762661
57190,makaroni,mozzarella,21,16,1,5.302534651762661
13728,unsalted butter,whipping cream,5,135,2,5.298080301413281
66477,dangmyeon,jepang,13,26,1,5.2965999162428465
57249,garlic,salad,20,17,1,5.290700194115658
30071,kaleng,mutiara,85,4,1,5.290700194115658
40085,ikan gurame,utuhkan,34,10,1,5.290700194115658
53666,labu kuning,vanilli,17,20,1,5.290700194115658
940,pasta mocca,sp,5,68,1,5.290700194115658
54171,petai,tahu gembos,31,11,1,5.2877633344423485
51837,babat sapi,susut,31,11,1,5.2877633344423485
8719,english muffin,unsalted butter,7,49,1,5.281915364559926
8720,roti,unsalted butter,7,49,1,5.281915364559926
41470,paletta,strawberry,7,49,1,5.281915364559926
8970,kacang hijau,pacar,43,8,1,5.279004154352467
8460,konbu,rumput laut,8,43,1,5.279004154352467
8310,lobak,rumput laut,16,43,2,5.279004154352467
53602,cream,evaporated,69,5,1,5.276101394694506
54624,bread improver,uli,23,15,1,5.276101394694506
54657,barang,uli,23,15,1,5.276101394694506
10029,cream,wafer,69,5,1,5.276101394694506
56305,cream,sponge,69,5,1,5.276101394694506
20051,lingkar,lunak,5,69,1,5.276101394694506
45977,damping,tulang daging,12,29,1,5.267443331951391
44629,choco chips,extract,58,6,1,5.267443331951391
60203,kuning,pisang kapok,116,3,1,5.267443331951391
14102,bolognese,sosis sapi,24,29,2,5.267443331951391
10005,cincau,teh,7,50,1,5.261712657242406
27459,jambu biji,mangga,7,50,1,5.261712657242406
50223,kacang kenari,pahit,35,10,1,5.261712657242406
63200,hilang,oreo,13,27,1,5.25885958826
53531,diganti,pastry,13,27,1,5.25885958826
27768,nori,tuna,9,39,1,5.25885958826
57951,bakau,kepiting,11,32,1,5.256014636127769
46391,powder,rosemary,11,32,1,5.256014636127769
8530,keju parmesan,risotto,32,11,1,5.256014636127769
46327,fettucini,rosemary,11,32,1,5.256014636127769
38582,soun,tau,16,22,1,5.256014636127769
568,beras,beras jagung,353,1,1,5.253177754792569
46885,jamur kancing,medan,59,6,1,5.250348898592091
65275,pan,pasta coklat,6,59,1,5.250348898592091
25174,kekian,sawi putih,6,59,1,5.250348898592091
41481,paletta,susu uht,7,51,1,5.241910029946227
56236,ekstrak,essence,51,7,1,5.241910029946227
59424,tani,temopo,21,17,1,5.241910029946227
19709,cream cheese,ganache,60,6,1,5.23354178027571
67053,buntut,sagu,9,40,1,5.23354178027571
23995,plain,tape ketan hitam,60,6,1,5.23354178027571
29506,rawit,seafood,24,15,1,5.23354178027571
57405,mayonaise,roti burger,60,6,1,5.23354178027571
15311,aren,krimer,72,5,1,5.23354178027571
382,gaplek,singkong,3,120,1,5.23354178027571
36179,french fries,mayonaise,8,45,1,5.23354178027571
26358,kaldu jamur bubuk,paha,15,24,1,5.23354178027571
45981,damping,kerupuk merah,12,30,1,5.23354178027571
2092,vanilla,whipping cream,8,135,3,5.23354178027571
32912,jambu,nutella,15,24,1,5.23354178027571
21765,green tea,jelly,15,24,1,5.23354178027571
57382,tomat,worcestershire,33,11,1,5.225242977461015
45083,biskuit oreo,tepung hunkwe,14,26,1,5.222491944089125
66532,dadar,jepang,14,26,1,5.222491944089125
2659,ubi merah,warna,1,365,1,5.219748458143374
58672,jantung pisang,petai,3,122,1,5.2170124783244995
11657,macaroni,smoked beef,6,61,1,5.2170124783244995
36024,salted,smoked beef,6,61,1,5.2170124783244995
60855,kembang turi,petai,3,122,1,5.2170124783244995
62649,didih,gelatin,46,8,1,5.211562873556934
1290,kulit melinjo,teri,9,41,1,5.208849167685338
44652,ati,caisim,37,10,1,5.206142806087596
12743,tepung,ubi cilembu,37,10,1,5.206142806087596
18192,hati,sandung lamur,7,53,1,5.20344374911843
10820,biskuit susu,pisang,6,62,1,5.200751957452719
48028,ceker ayam,gado,62,6,1,5.200751957452719
55412,anggur,semangka,22,17,1,5.195390014311333
57316,ikan dori,powder,17,22,1,5.195390014311333
63664,blue,melon,11,34,1,5.195390014311333
32727,sprinkle,warni,5,75,1,5.192719785755455
14316,baking soda,dashi,125,3,1,5.192719785755455
50944,jambu,mengkal,15,25,1,5.192719785755455
61118,biji selasih,mangga kweni,47,8,1,5.190056668335971
14348,mayonnaise,okonomiyaki,47,8,1,5.190056668335971
62255,tepung kanji,tulang daging,13,29,1,5.1874006242778545
62236,kecoklatan,tulang daging,13,29,1,5.1874006242778545
9288,kol merah,mustard,13,29,1,5.1874006242778545
20243,keriting,tulang jambal roti,42,9,1,5.184751616106277
3298,nata de coco,susu evaporasi,18,42,2,5.184751616106277
4867,harum,susu evaporasi,9,42,1,5.184751616106277
9027,cengkeh,cina,379,1,1,5.182109606643439
49813,kanji,tahu,3,127,1,5.176846436599164
59662,pisang klutuk,tahu,3,127,1,5.176846436599164
34036,pongtahu,tahu,3,127,1,5.176846436599164
53518,biar,diganti,127,3,1,5.176846436599164
13771,jus,soda,32,12,1,5.1690032591381385
57103,kolang kaling,kopi,16,24,1,5.1690032591381385
19787,kerupuk krecek,pepaya,6,64,1,5.1690032591381385
22302,mustard,rosemary,12,32,1,5.1690032591381385
22244,barbeque,brown sugar,32,12,1,5.1690032591381385
12760,corn syrup,ubi ungu,11,35,1,5.166402477438082
31560,churros,cokelat,9,43,1,5.1612211186960835
21631,bengkuang,tangmien,43,9,1,5.1612211186960835
23988,krim,oreo,43,27,3,5.1612211186960835
19704,krim,lollipop,43,9,1,5.1612211186960835
54638,meises,raja,39,10,1,5.153499072602173
19681,cookies,krim,10,39,1,5.153499072602173
17445,bihun,bunga sedap malam,65,6,1,5.153499072602173
20115,ragi,taro,78,5,1,5.153499072602173
11669,elbow,keju mozarella,13,30,1,5.153499072602173
54697,meises,mineral,39,10,1,5.153499072602173
36989,kembang,lawang,23,17,1,5.1509382517405
44611,unsalted butter,vanilla,5,235,3,5.149234673815716
8410,konbu,tahu jepang,8,49,1,5.148383971935403
52559,kaldu udang,tomyam,28,14,1,5.148383971935403
30049,mutiara,sirup,4,98,1,5.148383971935403
57876,kecipir,labu siam,4,98,1,5.148383971935403
31174,margarine,paprika hijau,8,49,1,5.148383971935403
14090,mozarella,ragi instant,10,79,2,5.140760046824743
41457,poppyseed,ragi instant,5,79,1,5.140760046824743
48046,batagor,ceker ayam,12,33,1,5.138231600471385
24597,anggur,batu,22,18,1,5.138231600471385
5502,banjar,ikan kembung,12,33,1,5.138231600471385
9043,lemon,lokal,99,4,1,5.138231600471385
28893,lemon,lidah buaya,99,4,1,5.138231600471385
14290,miso,pasta,2,199,1,5.133193806441428
12694,ikan salmon,nori,19,21,1,5.130684394836002
47349,badan,ikan lele,20,20,1,5.128181264617884
52624,daun jeruk purut,meggunakan,40,10,1,5.128181264617884
44639,ampela,caisim,40,10,1,5.128181264617884
7485,paha ayam,pethek,40,10,1,5.128181264617884
19721,butter cream,fondant,80,5,1,5.128181264617884
61705,lasagna,oregano,6,67,1,5.123193723106844
63671,jeruk,milkshake,67,6,1,5.123193723106844
9919,jambu biji merah,susu kental manis,1,403,1,5.120709249779183
55383,sunkist,susu kental manis,1,403,1,5.120709249779183
11071,teh,whipping cream,3,135,1,5.115758744619327
63706,nutrisari,vanila,3,135,1,5.115758744619327
56226,lampir,pandan,5,81,1,5.115758744619327
63159,sugar,whipping cream,3,135,1,5.115758744619327
